"Level";"Country";"State";County";"Place";"Longitude";"Latitude";"ZoomLevel";"Icon"
2;FRA;Bretagne;Côtes-d'Armor;;W2.818;N48.4929;9;
3;FRA;Bretagne;Côtes-d'Armor;Allineuc 22001;W2.8667;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Andel 22002;W2.566;N48.4918;13;
3;FRA;Bretagne;Côtes-d'Armor;Aucaleuc 22003;W2.1291;N48.4563;13;
3;FRA;Bretagne;Côtes-d'Armor;Bégard 22004;W3.3024;N48.6310;13;
3;FRA;Bretagne;Côtes-d'Armor;Belle-Isle-en-Terre 22005;W3.397;N48.5462;13;
3;FRA;Bretagne;Côtes-d'Armor;Berhet 22006;W3.305;N48.6982;13;
3;FRA;Bretagne;Côtes-d'Armor;Binic 22007;W2.8266;N48.6024;13;
3;FRA;Bretagne;Côtes-d'Armor;Bobital 22008;W2.1017;N48.4159;13;
3;FRA;Bretagne;Côtes-d'Armor;Bonen 22010=22266;W3.3000;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Boqueho 22011;W2.9667;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Bourbriac 22013;W3.1833;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Bourseul 22014;W2.2667;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Bréhand 22015;W2.5833;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Brélévenez 22017=22113;W3.4451;N48.7292;13;
3;FRA;Bretagne;Côtes-d'Armor;Brélidy 22018;W3.2167;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Bringolo 22019;W3.0000;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Broons 22020;W2.2667;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Brusvily 22021;W2.1333;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Buhulien 22022=22113;W3.4124;N48.7173;13;
3;FRA;Bretagne;Côtes-d'Armor;Bulat-Pestivien 22023;W3.3333;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Calanhel 22024;W3.4833;N48.4417;13;
3;FRA;Bretagne;Côtes-d'Armor;Callac 22025;W3.4267;N48.4050;13;
3;FRA;Bretagne;Côtes-d'Armor;Calorguen 22026;W2.0167;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Camlez 22028;W3.3000;N48.7833;13;
3;FRA;Bretagne;Côtes-d'Armor;Canihuel 22029;W3.1000;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Caouënnec-Lanvézéac 22030;W3.5167;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Carnoët 22031;W2.4833;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Caulnes 22032;W2.1500;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Caurel 22033;W3.0333;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Cavan 22034;W3.3500;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Châtelaudren 22038;W2.9833;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Coadout 22040;W3.1833;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Coatascorn 22041;W3.2500;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Coatréven 22042;W3.3333;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Coëtlogon 22043;W2.5333;N48.1333;13;
3;FRA;Bretagne;Côtes-d'Armor;Coëtmieux 22044;W2.6000;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;Cohiniac 22045;W2.9500;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Collinée 22046;W2.5167;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Corlay 22047;W3.0500;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Corseul 22048;W2.1667;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Créhen 22049;W2.2167;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Dinan 22050;W2.2364;N48.4564;13;
3;FRA;Bretagne;Côtes-d'Armor;Dolo 22051;W2.3333;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Duault 22052;W3.4333;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Éréac 22053;W2.3473;N48.2754;13;
3;FRA;Bretagne;Côtes-d'Armor;Erquy 22054;W2.4667;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Étables-sur-Mer 22055;W2.8333;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Évran 22056;W1.9833;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Fréhel 22179;W2.3500;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Gausson 22060;W2.7500;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Glomel 22061;W3.4000;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Gomené 22062;W2.4833;N48.1667;13;
3;FRA;Bretagne;Côtes-d'Armor;Gommenec'h 22063;W3.0500;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Gouarec 22064;W3.1833;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Goudelin 22065;W3.0167;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Grâce-Uzel 22068;W2.8000;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Grâces 22067;W3.1833;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Guenroc 22069;W2.0833;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Guingamp 22070;W3.1500;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Guitté 22071;W2.1000;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Gurunhuel 22072;W3.3000;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Hémonstoir 22075;W2.8333;N48.1667;13;
3;FRA;Bretagne;Côtes-d'Armor;Hénanbihen 22076;W2.3667;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Hénansal 22077;W2.4333;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Hengoat 22078;W3.2000;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Hénon 22079;W2.7000;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Hillion 22081;W2.6833;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Île-de-Bréhat 22016;W2.9833;N48.8333;13;
3;FRA;Bretagne;Côtes-d'Armor;Illifaut 22083;W2.3500;N48.1500;13;
3;FRA;Bretagne;Côtes-d'Armor;Jugon-les-Lacs 22084;W3.1833;N48.8333;13;
3;FRA;Bretagne;Côtes-d'Armor;Kerbors 22085;W2.9333;N48.1333;13;
3;FRA;Bretagne;Côtes-d'Armor;Kerfot 22086;W3.0333;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Kergrist-Moëlou 22087;W3.3167;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Kerien 22088;W3.2167;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Kerity 22089=22162;W3.0211;N48.7686;13;
3;FRA;Bretagne;Côtes-d'Armor;Kermaria-Sulard 22090;W3.3667;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Kermoroc'h 22091;W3.2000;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Kerpert 22092;W3.1333;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;L'Hermitage-Lorge 22080;W2.8333;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;La Bouillie 22012;W2.4333;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;La Chapelle-Blanche 22036;W2.1500;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;La Chapelle-Neuve 22037;W3.4218;N48.4618;13;
3;FRA;Bretagne;Côtes-d'Armor;La Chèze 22039;W2.6500;N48.1333;13;
3;FRA;Bretagne;Côtes-d'Armor;La Ferrière 22058;W2.6000;N48.1500;13;
3;FRA;Bretagne;Côtes-d'Armor;La Harmoye 22073;W2.9667;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;La Landec 22097;W2.1833;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;La Malhoure 22140;W2.5000;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;La Méaugon 22144;W2.8333;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;La Motte 22155;W2.7500;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;La Poterie 22252=22093;W2.4667;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;La Prénessaye 22255;W2.6500;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;La Roche-Derrien 22264;W3.2667;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;La Vicomté-sur-Rance 22385;W1.9833;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;Lamballe 22093;W2.5167;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Lancieux 22094;W2.1500;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Landebaëron 22095;W3.2167;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Landébia 22096;W2.3333;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Landéhen 22098;W2.5333;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanfains 22099;W2.9167;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Langast 22100;W2.6667;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Langoat 22101;W3.2833;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Langourla 22102;W2.4167;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Langrolay-sur-Rance 22103;W2.0000;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Languédias 22104;W2.2167;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Languenan 22105;W2.1333;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Langueux 22106;W2.7167;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;Laniscat 22107;W3.1167;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanleff 22108;W3.0500;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanloup 22109;W2.9667;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanmérin 22110;W3.3500;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanmodez 22111;W3.1000;N48.8500;13;
3;FRA;Bretagne;Côtes-d'Armor;Lannebert 22112;W3.0000;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Lannion 22113;W3.4667;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanrelas 22114;W2.3000;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanrivain 22115;W3.2167;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanrodec 22116;W3.0333;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lantic 22117;W2.8833;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanvallay 22118;W2.0333;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanvellec 22119;W3.5333;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanvézéac 22120=22030;W3.3500;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lanvollon 22121;W2.9833;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Laurenan 22122;W2.5333;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Bodéo 22009;W2.9333;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Cambout 22027;W2.6167;N48.0667;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Faouët 22057;W3.0702;N48.6864;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Foeil 22059;W2.9167;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Gouray 22066;W2.5000;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Haut-Corlay 22074;W3.0500;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Hinglé 22082;W2.0667;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Leslay 22126;W2.9667;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Merzer 22150;W3.0667;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Moustoir 22157;W3.5000;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Quillio 22260;W2.8833;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Quiou 22263;W3.9333;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Vieux-Bourg 22386;W2.0000;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Le Vieux-Marché 22387;W3.0000;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Léhon 22123;W2.0500;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Les Champs-Géraux 22035;W1.9667;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lescouët-Gouarec 22124;W3.2500;N48.1667;13;
3;FRA;Bretagne;Côtes-d'Armor;Lescouët-Jugon 22125=22084;W2.3167;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lézardrieux 22127;W3.1000;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Loc-Envel 22129;W3.4000;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Locarn 22128;W3.4167;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Loguivy-lès-Lannion 22130=22113;W3.5667;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Loguivy-Plougras 22131;W3.0667;N48.8167;13;
3;FRA;Bretagne;Côtes-d'Armor;Lohuec 22132;W3.5167;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Loscouët-sur-Meu 22133;W2.2333;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;Louannec 22134;W3.4167;N48.8000;13;
3;FRA;Bretagne;Côtes-d'Armor;Louargat 22135;W3.3333;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Loudéac 22136;W2.7500;N48.1667;13;
3;FRA;Bretagne;Côtes-d'Armor;Maël-Carhaix 22137;W3.4167;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Maël-Pestivien 22138;W3.3000;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Magoar 22139;W3.1833;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Mantallot 22141;W3.3000;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Maroué 22142=22093;W2.5333;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Matignon 22143;W2.3000;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Mégrit 22145;W2.2500;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Mellionnec 22146;W3.3000;N48.1667;13;
3;FRA;Bretagne;Côtes-d'Armor;Merdrignac 22147;W2.4167;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Mérillac 22148;W2.4000;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Merléac 22149;W2.9000;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Meslin 22151;W2.5667;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Minihy-Tréguier 22152;W3.2333;N48.7833;13;
3;FRA;Bretagne;Côtes-d'Armor;Moncontour 22153;W2.6500;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Morieux 22154;W2.6000;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Moustéru 22156;W3.2333;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Mûr-de-Bretagne 22158;W2.9833;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Notre-Dame-du-Guildo 22159=22282;W2.2167;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Noyal 22160;W2.4833;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pabu 22161;W3.1333;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Paimpol 22162;W3.0500;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Paule 22163;W3.4500;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Pédernec 22164;W3.2833;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Penguily 22165;W2.5000;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Penvénan 22166;W3.3667;N48.8333;13;
3;FRA;Bretagne;Côtes-d'Armor;Perret 22167;W3.1500;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;Perros-Guirec 22168;W3.4500;N48.8167;13;
3;FRA;Bretagne;Côtes-d'Armor;Peumerit-Quintin 22169;W3.2667;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plaine-Haute 22170;W2.8500;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plaintel 22171;W2.8167;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plancoët 22172;W2.2500;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Planguenoual 22173;W2.5833;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Pléboulle 22174;W2.3333;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plédéliac 22175;W2.3833;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plédran 22176;W2.7500;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pléguien 22177;W2.9500;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Pléhédel 22178;W3.0000;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plélan-le-Petit 22180;W2.2333;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plélauff 22181;W3.2167;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plélo 22182;W2.9500;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plémet 22183;W2.6000;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plémy 22184;W2.6833;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plénée-Jugon 22185;W2.4000;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Pléneuf-Val-André 22186;W2.5500;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plérin 22187;W2.7833;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plerneuf 22188;W2.8833;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plésidy 22189;W3.1167;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleslin-Trigavou 22190;W2.0500;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plessala 22191;W2.6333;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plessix-Balisson 22192;W2.1500;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plestan 22193;W2.4500;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plestin-les-Grèves 22194;W3.6333;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleubian 22195;W3.1333;N48.8500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleudaniel 22196;W3.1333;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleudihen-sur-Rance 22197;W1.9500;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleumeur-Bodou 22198;W3.5167;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Pleumeur-Gautier 22199;W3.1667;N48.8000;13;
3;FRA;Bretagne;Côtes-d'Armor;Pléven 22200;W2.3167;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plévenon 22201=22179;W2.3333;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plévin 22202;W3.5000;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploeuc-sur-Lié 22203;W2.7500;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploëzal 22204;W3.2000;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plorec-sur-Arguenon 22205;W2.3167;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouagat 22206;W3.0000;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouaret 22207;W3.4667;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouasne 22208;W2.0000;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploubalay 22209;W2.1500;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploubazlanec 22210;W3.0333;N48.8000;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploubezre 22211;W3.4500;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouëc-du-Trieux 22212;W3.1833;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouër-sur-Rance 22213;W2.0000;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouézec 22214;W2.9833;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploufragan 22215;W2.7833;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plougonver 22216;W3.3833;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plougras 22217;W3.5667;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plougrescant 22218;W3.2333;N48.8500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouguenast 22219;W2.7167;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouguernével 22220;W3.2500;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouguiel 22221;W3.2333;N48.8000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouha 22222;W2.9333;N48.6833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouisy 22223;W3.2000;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploulec'h 22224;W3.5000;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploumagoar 22225;W3.1333;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Ploumilliau 22226;W3.5167;N48.6833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plounérin 22227;W3.5333;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plounévez-Moëdec 22228;W3.4500;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Plounévez-Quintin 22229;W3.2333;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plounez 22230=22162;W3.0732;N48.7707;13;
3;FRA;Bretagne;Côtes-d'Armor;Plourac'h 22231;W3.5500;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plourhan 22232;W2.8667;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plourivo 22233;W3.0667;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouvara 22234;W2.9167;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Plouzélambre 22235;W3.5333;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pludual 22236;W2.9833;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Pluduno 22237;W2.2833;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plufur 22238;W3.5667;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plumaudan 22239;W2.1333;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plumaugat 22240;W2.2500;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Plumieux 22241;W2.6000;N48.1000;13;
3;FRA;Bretagne;Côtes-d'Armor;Plurien 22242;W2.4000;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Plusquellec 22243;W3.4833;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Plussulien 22244;W3.0833;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Pluzunet 22245;W3.3667;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pommeret 22246;W2.6333;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Pommerit-Jaudy 22247;W3.2333;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Pommerit-le-Vicomte 22248;W3.0833;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Pont-Melvez 22249;W3.3167;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Pontrieux 22250;W3.1667;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Pordic 22251;W2.8167;N48.5833;13;
3;FRA;Bretagne;Côtes-d'Armor;Pouldouran 22253;W3.2000;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Prat 22254;W3.3000;N48.6833;13;
3;FRA;Bretagne;Côtes-d'Armor;Quemper-Guézennec 22256;W3.1000;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Quemperven 22257;W3.3167;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Quessoy 22258;W2.6667;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Quévert 22259;W2.0833;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Quintenic 22261;W2.4333;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Quintin 22262;W2.9167;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Rospez 22265;W3.3833;N48.7333;13;
3;FRA;Bretagne;Côtes-d'Armor;Rostrenen 22266;W3.3167;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Rouillac 22267;W2.3667;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Ruca 22268;W2.3333;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Runan 22269;W3.2000;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Aaron 22270=22093;W2.4833;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Adrien 22271;W3.1333;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Agathon 22272;W3.1000;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Alban 22273;W2.5500;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-André-des-Eaux 22274;W2.0167;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Barnabé 22275;W2.7000;N48.1333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Bihy 22276;W2.9667;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Brandan 22277;W2.8667;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Brieuc 22278;W2.7833;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Caradec 22279;W2.8500;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Carné 22280;W2.0667;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Carreuc 22281;W2.7333;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Cast-le-Guildo 22282;W2.2667;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Clet 22283;W3.1333;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Connan 22284;W3.0667;N48.4167;13;
